timestamp,accelX,accelY,accelZ
1727894252722,-0.07080078,-0.99176025,0.013122559
1727894252802,-0.07397461,-0.9883423,0.02166748
1727894252882,-0.072021484,-0.9746704,0.013122559
1727894252962,-0.07763672,-1.0037231,0.015563965
1727894253042,-0.1171875,-0.99884033,0.002380371
1727894253122,-0.03125,-0.99102783,0.015563965
1727894253202,-0.020507812,-0.98028564,0.020446777
1727894253282,-0.061035156,-1.0066528,0.047058105
1727894253362,-0.033935547,-0.9973755,-0.1182251
1727894253442,0.017822266,-1.2393188,-0.21002197
1727894253522,0.53125,-1.2727661,-0.24786377
1727894253602,0.16015625,-1.0064087,-0.39898682
1727894253682,0.26049805,-1.0425415,-0.35968018
1727894253762,0.38476562,-0.95513916,-0.35821533
1727894253842,0.265625,-0.9014282,-0.24029541
1727894253922,0.3955078,-0.756897,-0.22027588
1727894254002,0.20117188,-0.85284424,-0.1675415
1727894254082,0.1821289,-0.83135986,-0.044006348
1727894254162,-0.037353516,-0.7046509,-0.06378174
1727894254242,0.15161133,-0.7022095,0.008972168
1727894254322,0.14770508,-0.9036255,0.06756592
1727894254402,-0.50024414,-1.0513306,-0.047668457
1727894254482,0.16479492,-0.8452759,0.19573975
1727894254562,-0.2644043,-1.142395,0.031188965
1727894254642,-0.15722656,-0.9126587,0.026794434
1727894254722,-0.056640625,-1.0386353,-0.004699707
1727894254802,-0.14428711,-0.9649048,0.1239624
1727894254882,-0.047851562,-1.0669556,0.12567139
1727894254962,0.009521484,-1.0386353,0.05291748
1727894255042,0.05859375,-0.88848877,0.015808105
1727894255122,0.013183594,-0.95440674,0.07318115
1727894255202,0.014892578,-0.7241821,-0.051330566
1727894255282,-0.00048828125,-0.3850708,-0.1338501
1727894255362,0.33544922,-0.6265259,-0.15093994
1727894255442,0.33691406,-0.93218994,-0.46661377
1727894255522,0.3071289,-0.9277954,-0.41241455
1727894255602,0.59155273,-1.1651001,-0.50128174
1727894255682,0.5744629,-0.9553833,-0.5281372
1727894255762,0.359375,-1.0745239,-0.35455322
1727894255842,0.45996094,-1.1419067,-0.2991333
1727894255922,0.19897461,-1.0835571,-0.18560791
1727894256002,0.04638672,-0.64434814,-0.045959473
1727894256082,0.059570312,-1.0078735,0.0211792
1727894256162,0.103027344,-1.0845337,-0.057678223
1727894256242,-0.17553711,-1.0271606,-0.020324707
