timestamp,accelX,accelY,accelZ
1727097221158,-0.93530273,-0.059631348,-0.35601807
1727097221254,-0.94018555,-0.05718994,-0.35479736
1727097221327,-0.93359375,-0.06011963,-0.37164307
1727097221403,-0.93481445,-0.061340332,-0.36065674
1727097221476,-0.9362793,-0.061828613,-0.3508911
1727097221551,-0.9448242,-0.06817627,-0.35943604
1727097221625,-0.94018555,-0.06524658,-0.35894775
1727097221720,-0.93847656,-0.06378174,-0.36236572
1727097221795,-0.9350586,-0.07208252,-0.3682251
1727097221870,-0.9428711,-0.06793213,-0.35577393
1727097221946,-0.9465332,-0.06329346,-0.35455322
1727097222020,-0.9511719,-0.05621338,-0.35992432
1727097222113,-0.95092773,-0.06427002,-0.36090088
1727097222189,-0.93847656,-0.06378174,-0.34674072
1727097222263,-0.9440918,-0.06378174,-0.3496704
1727097222338,-0.9484863,-0.06451416,-0.3574829
1727097222414,-0.9511719,-0.06573486,-0.35040283
1727097222507,-0.94189453,-0.05328369,-0.35577393
1727097222582,-0.9406738,-0.065979004,-0.35577393
1727097222657,-0.9379883,-0.06573486,-0.3430786
1727097222733,-0.9499512,-0.061828613,-0.35699463
1727097222807,-0.9423828,-0.06329346,-0.35064697
1727097222883,-0.9387207,-0.06109619,-0.36187744
1727097222976,-0.94750977,-0.05987549,-0.35333252
1727097223051,-0.935791,-0.051818848,-0.3460083
1727097223127,-0.94018555,-0.061828613,-0.36138916
1727097223206,-0.9406738,-0.058166504,-0.35455322
1727097223276,-0.94189453,-0.06036377,-0.3640747
1727097223370,-0.939209,-0.06573486,-0.35723877
1727097223445,-0.93896484,-0.05987549,-0.36065674
1727097223522,-0.94921875,-0.06378174,-0.36920166
1727097223594,-0.93969727,-0.06402588,-0.35577393
1727097223670,-0.9399414,-0.055480957,-0.35064697
1727097223765,-0.93481445,-0.061828613,-0.34332275
1727097223840,-0.93603516,-0.066711426,-0.3591919
1727097223915,-0.9436035,-0.055480957,-0.35113525
1727097223989,-0.94873047,-0.061584473,-0.35040283
1727097224064,-0.9499512,-0.05987549,-0.34429932
1727097224142,-0.9411621,-0.06378174,-0.35064697
